student;source;target
2156400702685094176;36 bmgc_lecture_13_none_(1);37 bmgc_seminar_13_present_(1)
2156400702685094176;37 bmgc_seminar_13_present_(1);38 calc_class_12_present_(2)
2156400702685094176;38 calc_class_12_present_(2);39 bmgc_lecture_14_none_(1)
2156400702685094176;39 bmgc_lecture_14_none_(1);40 bmgc_seminar_14_present_(1)
2156400702685094176;40 bmgc_seminar_14_present_(1);41 calc_class_13_present_(2)
2156400702685094176;41 calc_class_13_present_(2);42 calc_class_14_present_(2)
2156400702685094176;42 calc_class_14_present_(2);43 bmgc_seminar_15_pass_(1)
2156400702685094176;43 bmgc_seminar_15_pass_(1);44 calc_homework_high_(1)
2156400702685094176;44 calc_homework_high_(1);45 calc_quiz_med_(2)
2156400702685094176;45 calc_quiz_med_(2);46 bmgc_midterm_test_med_(1)
2156400702685094176;46 bmgc_midterm_test_med_(1);47 calc_midterm_test_med_(1)
2156400702685094176;47 calc_midterm_test_med_(1);48 calc_oral_test_high_(1)
2156400702685094176;48 calc_oral_test_high_(1);49 calc_exam_med_(1)
2156400702685094176;49 calc_exam_med_(1);50 calc_final_grade_med_(1)
3193131725336055102;1 bmgc_lecture_1_active_(1);2 bmgc_seminar_1_absent_(1)
3193131725336055102;2 bmgc_seminar_1_absent_(1);3 bmgc_lecture_2_none_(1)
3193131725336055102;3 bmgc_lecture_2_none_(1);4 bmgc_seminar_2_active_(1)
3193131725336055102;4 bmgc_seminar_2_active_(1);5 calc_class_1_present_(2)
3193131725336055102;5 calc_class_1_present_(2);6 bmgc_lecture_3_active_(1)
3193131725336055102;6 bmgc_lecture_3_active_(1);7 bmgc_seminar_3_active_(2)
3193131725336055102;7 bmgc_seminar_3_active_(2);8 calc_class_2_absent_(2)
3193131725336055102;8 calc_class_2_absent_(2);9 bmgc_lecture_4_none_(2)
3193131725336055102;9 bmgc_lecture_4_none_(2);10 bmgc_seminar_4_active_(1)
3193131725336055102;10 bmgc_seminar_4_active_(1);11 calc_class_3_present_(2)
3193131725336055102;11 calc_class_3_present_(2);12 bmgc_lecture_5_none_(2)
3193131725336055102;12 bmgc_lecture_5_none_(2);13 bmgc_seminar_5_active_(1)
3193131725336055102;13 bmgc_seminar_5_active_(1);14 calc_class_4_present_(2)
3193131725336055102;14 calc_class_4_present_(2);15 bmgc_lecture_6_none_(1)
3193131725336055102;15 bmgc_lecture_6_none_(1);16 bmgc_seminar_6_absent_(1)
3193131725336055102;16 bmgc_seminar_6_absent_(1);17 calc_class_5_absent_(2)
3193131725336055102;17 calc_class_5_absent_(2);18 bmgc_lecture_7_none_(2)
3193131725336055102;18 bmgc_lecture_7_none_(2);19 bmgc_seminar_7_active_(2)
3193131725336055102;19 bmgc_seminar_7_active_(2);20 calc_class_6_absent_(2)
3193131725336055102;20 calc_class_6_absent_(2);21 bmgc_lecture_8_none_(2)
3193131725336055102;21 bmgc_lecture_8_none_(2);22 bmgc_seminar_8_active_(2)
3193131725336055102;22 bmgc_seminar_8_active_(2);23 calc_class_7_present_(2)
3193131725336055102;23 calc_class_7_present_(2);24 bmgc_lecture_9_none_(2)
3193131725336055102;24 bmgc_lecture_9_none_(2);25 bmgc_seminar_9_active_(2)
3193131725336055102;25 bmgc_seminar_9_active_(2);26 calc_class_8_present_(1)
3193131725336055102;26 calc_class_8_present_(1);27 bmgc_lecture_10_none_(1)
3193131725336055102;27 bmgc_lecture_10_none_(1);28 bmgc_seminar_10_absent_(1)
3193131725336055102;28 bmgc_seminar_10_absent_(1);29 calc_class_9_absent_(2)
3193131725336055102;29 calc_class_9_absent_(2);30 bmgc_lecture_11_none_(1)
3193131725336055102;30 bmgc_lecture_11_none_(1);31 bmgc_seminar_11_present_(1)
3193131725336055102;31 bmgc_seminar_11_present_(1);32 calc_class_10_present_(2)
3193131725336055102;32 calc_class_10_present_(2);33 bmgc_lecture_12_none_(1)
3193131725336055102;33 bmgc_lecture_12_none_(1);34 bmgc_seminar_12_absent_(1)
3193131725336055102;34 bmgc_seminar_12_absent_(1);35 calc_class_11_present_(2)
3193131725336055102;35 calc_class_11_present_(2);36 bmgc_lecture_13_none_(1)
3193131725336055102;36 bmgc_lecture_13_none_(1);37 bmgc_seminar_13_present_(1)
3193131725336055102;37 bmgc_seminar_13_present_(1);38 calc_class_12_present_(2)
3193131725336055102;38 calc_class_12_present_(2);39 bmgc_lecture_14_none_(1)
3193131725336055102;39 bmgc_lecture_14_none_(1);40 bmgc_seminar_14_present_(1)
3193131725336055102;40 bmgc_seminar_14_present_(1);41 calc_class_13_present_(2)
3193131725336055102;41 calc_class_13_present_(2);42 calc_class_14_present_(2)
3193131725336055102;42 calc_class_14_present_(2);43 bmgc_seminar_15_pass_(1)
3193131725336055102;43 bmgc_seminar_15_pass_(1);44 calc_homework_med_(1)
3193131725336055102;44 calc_homework_med_(1);45 calc_quiz_med_(2)
3193131725336055102;45 calc_quiz_med_(2);46 bmgc_midterm_test_none_(1)
3193131725336055102;46 bmgc_midterm_test_none_(1);47 calc_midterm_test_med_(1)
3193131725336055102;47 calc_midterm_test_med_(1);48 calc_oral_test_med_(1)
3193131725336055102;48 calc_oral_test_med_(1);49 calc_exam_med_(1)
3193131725336055102;49 calc_exam_med_(1);50 calc_final_grade_med_(1)
3226070135623779195;1 bmgc_lecture_1_active_(1);2 bmgc_seminar_1_absent_(1)
3226070135623779195;2 bmgc_seminar_1_absent_(1);3 bmgc_lecture_2_none_(1)
3226070135623779195;3 bmgc_lecture_2_none_(1);4 bmgc_seminar_2_absent_(1)
3226070135623779195;4 bmgc_seminar_2_absent_(1);5 calc_class_1_absent_(2)
3226070135623779195;5 calc_class_1_absent_(2);6 bmgc_lecture_3_none_(1)
3226070135623779195;6 bmgc_lecture_3_none_(1);7 bmgc_seminar_3_active_(2)
3226070135623779195;7 bmgc_seminar_3_active_(2);8 calc_class_2_present_(2)
3226070135623779195;8 calc_class_2_present_(2);9 bmgc_lecture_4_none_(2)
3226070135623779195;9 bmgc_lecture_4_none_(2);10 bmgc_seminar_4_present_(1)
3226070135623779195;10 bmgc_seminar_4_present_(1);11 calc_class_3_present_(2)
3226070135623779195;11 calc_class_3_present_(2);12 bmgc_lecture_5_none_(2)
3226070135623779195;12 bmgc_lecture_5_none_(2);13 bmgc_seminar_5_active_(1)
3226070135623779195;13 bmgc_seminar_5_active_(1);14 calc_class_4_present_(2)
3226070135623779195;14 calc_class_4_present_(2);15 bmgc_lecture_6_none_(1)
3226070135623779195;15 bmgc_lecture_6_none_(1);16 bmgc_seminar_6_absent_(1)
3226070135623779195;16 bmgc_seminar_6_absent_(1);17 calc_class_5_present_(2)
3226070135623779195;17 calc_class_5_present_(2);18 bmgc_lecture_7_none_(2)
3226070135623779195;18 bmgc_lecture_7_none_(2);19 bmgc_seminar_7_active_(2)
3226070135623779195;19 bmgc_seminar_7_active_(2);20 calc_class_6_present_(2)
3226070135623779195;20 calc_class_6_present_(2);21 bmgc_lecture_8_none_(2)
3226070135623779195;21 bmgc_lecture_8_none_(2);22 bmgc_seminar_8_active_(2)
3226070135623779195;22 bmgc_seminar_8_active_(2);23 calc_class_7_present_(2)
3226070135623779195;23 calc_class_7_present_(2);24 bmgc_lecture_9_active_(2)
3226070135623779195;24 bmgc_lecture_9_active_(2);25 bmgc_seminar_9_active_(2)
3226070135623779195;25 bmgc_seminar_9_active_(2);26 calc_class_8_present_(1)
3226070135623779195;26 calc_class_8_present_(1);27 bmgc_lecture_10_none_(1)
3226070135623779195;27 bmgc_lecture_10_none_(1);28 bmgc_seminar_10_present_(1)
3226070135623779195;28 bmgc_seminar_10_present_(1);29 calc_class_9_absent_(2)
3226070135623779195;29 calc_class_9_absent_(2);30 bmgc_lecture_11_none_(1)
3226070135623779195;30 bmgc_lecture_11_none_(1);31 bmgc_seminar_11_present_(1)
3226070135623779195;31 bmgc_seminar_11_present_(1);32 calc_class_10_present_(2)
3226070135623779195;32 calc_class_10_present_(2);33 bmgc_lecture_12_none_(1)
3226070135623779195;33 bmgc_lecture_12_none_(1);34 bmgc_seminar_12_active_(1)
3226070135623779195;34 bmgc_seminar_12_active_(1);35 calc_class_11_present_(2)
3226070135623779195;35 calc_class_11_present_(2);36 bmgc_lecture_13_none_(1)
3226070135623779195;36 bmgc_lecture_13_none_(1);37 bmgc_seminar_13_present_(1)
3226070135623779195;37 bmgc_seminar_13_present_(1);38 calc_class_12_present_(2)
3226070135623779195;38 calc_class_12_present_(2);39 bmgc_lecture_14_none_(1)
3226070135623779195;39 bmgc_lecture_14_none_(1);40 bmgc_seminar_14_present_(1)
3226070135623779195;40 bmgc_seminar_14_present_(1);41 calc_class_13_present_(2)
3226070135623779195;41 calc_class_13_present_(2);42 calc_class_14_present_(2)
3226070135623779195;42 calc_class_14_present_(2);43 bmgc_seminar_15_pass_(1)
3226070135623779195;43 bmgc_seminar_15_pass_(1);44 calc_homework_med_(1)
3226070135623779195;44 calc_homework_med_(1);45 calc_quiz_low_(1)
3226070135623779195;45 calc_quiz_low_(1);46 bmgc_midterm_test_low_(1)
3226070135623779195;46 bmgc_midterm_test_low_(1);47 calc_midterm_test_med_(1)
3226070135623779195;47 calc_midterm_test_med_(1);48 calc_oral_test_med_(1)
3226070135623779195;48 calc_oral_test_med_(1);49 calc_exam_low_(1)
3226070135623779195;49 calc_exam_low_(1);50 calc_final_grade_med_(1)
4623322700177769822;1 bmgc_lecture_1_active_(1);2 bmgc_seminar_1_active_(1)
4623322700177769822;2 bmgc_seminar_1_active_(1);3 bmgc_lecture_2_active_(1)
4623322700177769822;3 bmgc_lecture_2_active_(1);4 bmgc_seminar_2_active_(1)
4623322700177769822;4 bmgc_seminar_2_active_(1);5 calc_class_1_present_(2)
4623322700177769822;5 calc_class_1_present_(2);6 bmgc_lecture_3_active_(1)
4623322700177769822;6 bmgc_lecture_3_active_(1);7 bmgc_seminar_3_active_(2)
4623322700177769822;7 bmgc_seminar_3_active_(2);8 calc_class_2_present_(2)
4623322700177769822;8 calc_class_2_present_(2);9 bmgc_lecture_4_none_(2)
4623322700177769822;9 bmgc_lecture_4_none_(2);10 bmgc_seminar_4_active_(1)
4623322700177769822;10 bmgc_seminar_4_active_(1);11 calc_class_3_present_(2)
4623322700177769822;11 calc_class_3_present_(2);12 bmgc_lecture_5_none_(2)
4623322700177769822;12 bmgc_lecture_5_none_(2);13 bmgc_seminar_5_active_(1)
4623322700177769822;13 bmgc_seminar_5_active_(1);14 calc_class_4_present_(2)
4623322700177769822;14 calc_class_4_present_(2);15 bmgc_lecture_6_none_(1)
4623322700177769822;15 bmgc_lecture_6_none_(1);16 bmgc_seminar_6_absent_(1)
4623322700177769822;16 bmgc_seminar_6_absent_(1);17 calc_class_5_present_(2)
4623322700177769822;17 calc_class_5_present_(2);18 bmgc_lecture_7_none_(2)
4623322700177769822;18 bmgc_lecture_7_none_(2);19 bmgc_seminar_7_active_(2)
4623322700177769822;19 bmgc_seminar_7_active_(2);20 calc_class_6_present_(2)
4623322700177769822;20 calc_class_6_present_(2);21 bmgc_lecture_8_none_(2)
4623322700177769822;21 bmgc_lecture_8_none_(2);22 bmgc_seminar_8_active_(2)
4623322700177769822;22 bmgc_seminar_8_active_(2);23 calc_class_7_present_(2)
4623322700177769822;23 calc_class_7_present_(2);24 bmgc_lecture_9_none_(2)
4623322700177769822;24 bmgc_lecture_9_none_(2);25 bmgc_seminar_9_active_(2)
4623322700177769822;25 bmgc_seminar_9_active_(2);26 calc_class_8_present_(1)
4623322700177769822;26 calc_class_8_present_(1);27 bmgc_lecture_10_none_(1)
4623322700177769822;27 bmgc_lecture_10_none_(1);28 bmgc_seminar_10_absent_(1)
4623322700177769822;28 bmgc_seminar_10_absent_(1);29 calc_class_9_absent_(2)
4623322700177769822;29 calc_class_9_absent_(2);30 bmgc_lecture_11_none_(1)
4623322700177769822;30 bmgc_lecture_11_none_(1);31 bmgc_seminar_11_active_(1)
4623322700177769822;31 bmgc_seminar_11_active_(1);32 calc_class_10_present_(2)
4623322700177769822;32 calc_class_10_present_(2);33 bmgc_lecture_12_none_(1)
4623322700177769822;33 bmgc_lecture_12_none_(1);34 bmgc_seminar_12_active_(1)
4623322700177769822;34 bmgc_seminar_12_active_(1);35 calc_class_11_present_(2)
4623322700177769822;35 calc_class_11_present_(2);36 bmgc_lecture_13_none_(1)
4623322700177769822;36 bmgc_lecture_13_none_(1);37 bmgc_seminar_13_active_(1)
4623322700177769822;37 bmgc_seminar_13_active_(1);38 calc_class_12_absent_(2)
4623322700177769822;38 calc_class_12_absent_(2);39 bmgc_lecture_14_none_(1)
4623322700177769822;39 bmgc_lecture_14_none_(1);40 bmgc_seminar_14_absent_(1)
4623322700177769822;40 bmgc_seminar_14_absent_(1);41 calc_class_13_absent_(2)
4623322700177769822;41 calc_class_13_absent_(2);42 calc_class_14_absent_(2)
4623322700177769822;42 calc_class_14_absent_(2);43 bmgc_seminar_15_pass_(1)
4623322700177769822;43 bmgc_seminar_15_pass_(1);44 calc_homework_high_(1)
4623322700177769822;44 calc_homework_high_(1);45 calc_quiz_med_(2)
4623322700177769822;45 calc_quiz_med_(2);46 bmgc_midterm_test_med_(1)
4623322700177769822;46 bmgc_midterm_test_med_(1);47 calc_midterm_test_med_(1)
4623322700177769822;47 calc_midterm_test_med_(1);48 calc_oral_test_high_(1)
4623322700177769822;48 calc_oral_test_high_(1);49 calc_exam_high_(1)
4623322700177769822;49 calc_exam_high_(1);50 calc_final_grade_high_(1)
5926252809888003272;1 bmgc_lecture_1_none_(1);2 bmgc_seminar_1_absent_(1)
5926252809888003272;2 bmgc_seminar_1_absent_(1);3 bmgc_lecture_2_none_(1)
5926252809888003272;3 bmgc_lecture_2_none_(1);4 bmgc_seminar_2_active_(1)
5926252809888003272;4 bmgc_seminar_2_active_(1);5 calc_class_1_absent_(2)
5926252809888003272;5 calc_class_1_absent_(2);6 bmgc_lecture_3_none_(1)
5926252809888003272;6 bmgc_lecture_3_none_(1);7 bmgc_seminar_3_absent_(1)
5926252809888003272;7 bmgc_seminar_3_absent_(1);8 calc_class_2_absent_(2)
5926252809888003272;8 calc_class_2_absent_(2);9 bmgc_lecture_4_none_(2)
5926252809888003272;9 bmgc_lecture_4_none_(2);10 bmgc_seminar_4_active_(1)
5926252809888003272;10 bmgc_seminar_4_active_(1);11 calc_class_3_present_(2)
5926252809888003272;11 calc_class_3_present_(2);12 bmgc_lecture_5_none_(2)
5926252809888003272;12 bmgc_lecture_5_none_(2);13 bmgc_seminar_5_present_(1)
5926252809888003272;13 bmgc_seminar_5_present_(1);14 calc_class_4_present_(2)
5926252809888003272;14 calc_class_4_present_(2);15 bmgc_lecture_6_none_(1)
5926252809888003272;15 bmgc_lecture_6_none_(1);16 bmgc_seminar_6_absent_(1)
5926252809888003272;16 bmgc_seminar_6_absent_(1);17 calc_class_5_present_(2)
5926252809888003272;17 calc_class_5_present_(2);18 bmgc_lecture_7_none_(2)
5926252809888003272;18 bmgc_lecture_7_none_(2);19 bmgc_seminar_7_present_(2)
5926252809888003272;19 bmgc_seminar_7_present_(2);20 calc_class_6_absent_(2)
5926252809888003272;20 calc_class_6_absent_(2);21 bmgc_lecture_8_none_(2)
5926252809888003272;21 bmgc_lecture_8_none_(2);22 bmgc_seminar_8_present_(2)
5926252809888003272;22 bmgc_seminar_8_present_(2);23 calc_class_7_present_(2)
5926252809888003272;23 calc_class_7_present_(2);24 bmgc_lecture_9_active_(2)
5926252809888003272;24 bmgc_lecture_9_active_(2);25 bmgc_seminar_9_active_(2)
5926252809888003272;25 bmgc_seminar_9_active_(2);26 calc_class_8_present_(1)
5926252809888003272;26 calc_class_8_present_(1);27 bmgc_lecture_10_none_(1)
5926252809888003272;27 bmgc_lecture_10_none_(1);28 bmgc_seminar_10_absent_(1)
5926252809888003272;28 bmgc_seminar_10_absent_(1);29 calc_class_9_absent_(2)
5926252809888003272;29 calc_class_9_absent_(2);30 bmgc_lecture_11_none_(1)
5926252809888003272;30 bmgc_lecture_11_none_(1);31 bmgc_seminar_11_present_(1)
5926252809888003272;31 bmgc_seminar_11_present_(1);32 calc_class_10_present_(2)
5926252809888003272;32 calc_class_10_present_(2);33 bmgc_lecture_12_none_(1)
5926252809888003272;33 bmgc_lecture_12_none_(1);34 bmgc_seminar_12_absent_(1)
5926252809888003272;34 bmgc_seminar_12_absent_(1);35 calc_class_11_present_(2)
5926252809888003272;35 calc_class_11_present_(2);36 bmgc_lecture_13_none_(1)
5926252809888003272;36 bmgc_lecture_13_none_(1);37 bmgc_seminar_13_present_(1)
5926252809888003272;37 bmgc_seminar_13_present_(1);38 calc_class_12_present_(2)
5926252809888003272;38 calc_class_12_present_(2);39 bmgc_lecture_14_none_(1)
5926252809888003272;39 bmgc_lecture_14_none_(1);40 bmgc_seminar_14_present_(1)
5926252809888003272;40 bmgc_seminar_14_present_(1);41 calc_class_13_present_(2)
5926252809888003272;41 calc_class_13_present_(2);42 calc_class_14_present_(2)
5926252809888003272;42 calc_class_14_present_(2);43 bmgc_seminar_15_pass_(1)
5926252809888003272;43 bmgc_seminar_15_pass_(1);44 calc_homework_med_(1)
5926252809888003272;44 calc_homework_med_(1);45 calc_quiz_low_(1)
5926252809888003272;45 calc_quiz_low_(1);46 bmgc_midterm_test_none_(1)
5926252809888003272;46 bmgc_midterm_test_none_(1);47 calc_midterm_test_med_(1)
5926252809888003272;47 calc_midterm_test_med_(1);48 calc_oral_test_med_(1)
5926252809888003272;48 calc_oral_test_med_(1);49 calc_exam_med_(1)
5926252809888003272;49 calc_exam_med_(1);50 calc_final_grade_med_(1)
6601464579016278735;1 bmgc_lecture_1_active_(1);2 bmgc_seminar_1_absent_(1)
6601464579016278735;2 bmgc_seminar_1_absent_(1);3 bmgc_lecture_2_none_(1)
6601464579016278735;3 bmgc_lecture_2_none_(1);4 bmgc_seminar_2_active_(1)
6601464579016278735;4 bmgc_seminar_2_active_(1);5 calc_class_1_present_(2)
6601464579016278735;5 calc_class_1_present_(2);6 bmgc_lecture_3_none_(1)
6601464579016278735;6 bmgc_lecture_3_none_(1);7 bmgc_seminar_3_absent_(1)
6601464579016278735;7 bmgc_seminar_3_absent_(1);8 calc_class_2_present_(2)
6601464579016278735;8 calc_class_2_present_(2);9 bmgc_lecture_4_none_(2)
6601464579016278735;9 bmgc_lecture_4_none_(2);10 bmgc_seminar_4_absent_(1)
6601464579016278735;10 bmgc_seminar_4_absent_(1);11 calc_class_3_present_(2)
6601464579016278735;11 calc_class_3_present_(2);12 bmgc_lecture_5_none_(2)
6601464579016278735;12 bmgc_lecture_5_none_(2);13 bmgc_seminar_5_active_(1)
6601464579016278735;13 bmgc_seminar_5_active_(1);14 calc_class_4_present_(2)
6601464579016278735;14 calc_class_4_present_(2);15 bmgc_lecture_6_none_(1)
6601464579016278735;15 bmgc_lecture_6_none_(1);16 bmgc_seminar_6_absent_(1)
6601464579016278735;16 bmgc_seminar_6_absent_(1);17 calc_class_5_present_(2)
6601464579016278735;17 calc_class_5_present_(2);18 bmgc_lecture_7_none_(2)
6601464579016278735;18 bmgc_lecture_7_none_(2);19 bmgc_seminar_7_active_(2)
6601464579016278735;19 bmgc_seminar_7_active_(2);20 calc_class_6_present_(2)
6601464579016278735;20 calc_class_6_present_(2);21 bmgc_lecture_8_none_(2)
6601464579016278735;21 bmgc_lecture_8_none_(2);22 bmgc_seminar_8_active_(2)
6601464579016278735;22 bmgc_seminar_8_active_(2);23 calc_class_7_present_(2)
6601464579016278735;23 calc_class_7_present_(2);24 bmgc_lecture_9_none_(2)
6601464579016278735;24 bmgc_lecture_9_none_(2);25 bmgc_seminar_9_active_(2)
6601464579016278735;25 bmgc_seminar_9_active_(2);26 calc_class_8_present_(1)
6601464579016278735;26 calc_class_8_present_(1);27 bmgc_lecture_10_none_(1)
6601464579016278735;27 bmgc_lecture_10_none_(1);28 bmgc_seminar_10_active_(1)
6601464579016278735;28 bmgc_seminar_10_active_(1);29 calc_class_9_present_(2)
6601464579016278735;29 calc_class_9_present_(2);30 bmgc_lecture_11_none_(1)
6601464579016278735;30 bmgc_lecture_11_none_(1);31 bmgc_seminar_11_active_(1)
6601464579016278735;31 bmgc_seminar_11_active_(1);32 calc_class_10_present_(2)
6601464579016278735;32 calc_class_10_present_(2);33 bmgc_lecture_12_none_(1)
6601464579016278735;33 bmgc_lecture_12_none_(1);34 bmgc_seminar_12_active_(1)
6601464579016278735;34 bmgc_seminar_12_active_(1);35 calc_class_11_present_(2)
6601464579016278735;35 calc_class_11_present_(2);36 bmgc_lecture_13_none_(1)
6601464579016278735;36 bmgc_lecture_13_none_(1);37 bmgc_seminar_13_present_(1)
6601464579016278735;37 bmgc_seminar_13_present_(1);38 calc_class_12_present_(2)
6601464579016278735;38 calc_class_12_present_(2);39 bmgc_lecture_14_none_(1)
6601464579016278735;39 bmgc_lecture_14_none_(1);40 bmgc_seminar_14_present_(1)
6601464579016278735;40 bmgc_seminar_14_present_(1);41 calc_class_13_present_(2)
6601464579016278735;41 calc_class_13_present_(2);42 calc_class_14_present_(2)
6601464579016278735;42 calc_class_14_present_(2);43 bmgc_seminar_15_pass_(1)
6601464579016278735;43 bmgc_seminar_15_pass_(1);44 calc_homework_med_(1)
6601464579016278735;44 calc_homework_med_(1);45 calc_quiz_med_(2)
6601464579016278735;45 calc_quiz_med_(2);46 bmgc_midterm_test_med_(1)
6601464579016278735;46 bmgc_midterm_test_med_(1);47 calc_midterm_test_med_(1)
6601464579016278735;47 calc_midterm_test_med_(1);48 calc_oral_test_high_(1)
6601464579016278735;48 calc_oral_test_high_(1);49 calc_exam_high_(1)
6601464579016278735;49 calc_exam_high_(1);50 calc_final_grade_med_(1)
7038067376068395082;1 bmgc_lecture_1_none_(1);2 bmgc_seminar_1_absent_(1)
7038067376068395082;2 bmgc_seminar_1_absent_(1);3 bmgc_lecture_2_active_(1)
7038067376068395082;3 bmgc_lecture_2_active_(1);4 bmgc_seminar_2_present_(1)
7038067376068395082;4 bmgc_seminar_2_present_(1);5 calc_class_1_absent_(2)
7038067376068395082;5 calc_class_1_absent_(2);6 bmgc_lecture_3_none_(1)
7038067376068395082;6 bmgc_lecture_3_none_(1);7 bmgc_seminar_3_active_(2)
7038067376068395082;7 bmgc_seminar_3_active_(2);8 calc_class_2_present_(2)
7038067376068395082;8 calc_class_2_present_(2);9 bmgc_lecture_4_active_(1)
7038067376068395082;9 bmgc_lecture_4_active_(1);10 bmgc_seminar_4_active_(1)
7038067376068395082;10 bmgc_seminar_4_active_(1);11 calc_class_3_present_(2)
7038067376068395082;11 calc_class_3_present_(2);12 bmgc_lecture_5_active_(2)
7038067376068395082;12 bmgc_lecture_5_active_(2);13 bmgc_seminar_5_active_(1)
7038067376068395082;13 bmgc_seminar_5_active_(1);14 calc_class_4_present_(2)
7038067376068395082;14 calc_class_4_present_(2);15 bmgc_lecture_6_active_(1)
7038067376068395082;15 bmgc_lecture_6_active_(1);16 bmgc_seminar_6_absent_(1)
7038067376068395082;16 bmgc_seminar_6_absent_(1);17 calc_class_5_present_(2)
7038067376068395082;17 calc_class_5_present_(2);18 bmgc_lecture_7_none_(2)
7038067376068395082;18 bmgc_lecture_7_none_(2);19 bmgc_seminar_7_active_(2)
7038067376068395082;19 bmgc_seminar_7_active_(2);20 calc_class_6_absent_(2)
7038067376068395082;20 calc_class_6_absent_(2);21 bmgc_lecture_8_none_(2)
7038067376068395082;21 bmgc_lecture_8_none_(2);22 bmgc_seminar_8_absent_(2)
7038067376068395082;22 bmgc_seminar_8_absent_(2);23 calc_class_7_absent_(2)
7038067376068395082;23 calc_class_7_absent_(2);24 bmgc_lecture_9_active_(2)
7038067376068395082;24 bmgc_lecture_9_active_(2);25 bmgc_seminar_9_active_(2)
7038067376068395082;25 bmgc_seminar_9_active_(2);26 calc_class_8_absent_(1)
7038067376068395082;26 calc_class_8_absent_(1);27 bmgc_lecture_10_active_(1)
7038067376068395082;27 bmgc_lecture_10_active_(1);28 bmgc_seminar_10_active_(1)
7038067376068395082;28 bmgc_seminar_10_active_(1);29 calc_class_9_present_(2)
7038067376068395082;29 calc_class_9_present_(2);30 bmgc_lecture_11_active_(1)
7038067376068395082;30 bmgc_lecture_11_active_(1);31 bmgc_seminar_11_absent_(1)
7038067376068395082;31 bmgc_seminar_11_absent_(1);32 calc_class_10_absent_(2)
7038067376068395082;32 calc_class_10_absent_(2);33 bmgc_lecture_12_none_(1)
7038067376068395082;33 bmgc_lecture_12_none_(1);34 bmgc_seminar_12_absent_(1)
7038067376068395082;34 bmgc_seminar_12_absent_(1);35 calc_class_11_absent_(2)
7038067376068395082;35 calc_class_11_absent_(2);36 bmgc_lecture_13_active_(1)
7038067376068395082;36 bmgc_lecture_13_active_(1);37 bmgc_seminar_13_absent_(1)
7038067376068395082;37 bmgc_seminar_13_absent_(1);38 calc_class_12_absent_(2)
7038067376068395082;38 calc_class_12_absent_(2);39 bmgc_lecture_14_none_(1)
7038067376068395082;39 bmgc_lecture_14_none_(1);40 bmgc_seminar_14_present_(1)
7038067376068395082;40 bmgc_seminar_14_present_(1);41 calc_class_13_absent_(2)
7038067376068395082;41 calc_class_13_absent_(2);42 calc_class_14_absent_(2)
7038067376068395082;42 calc_class_14_absent_(2);43 bmgc_seminar_15_pass_(1)
7038067376068395082;43 bmgc_seminar_15_pass_(1);44 calc_homework_low_(1)
7038067376068395082;44 calc_homework_low_(1);45 calc_quiz_low_(1)
7038067376068395082;45 calc_quiz_low_(1);46 bmgc_midterm_test_none_(1)
7038067376068395082;46 bmgc_midterm_test_none_(1);47 calc_midterm_test_low_(1)
7038067376068395082;47 calc_midterm_test_low_(1);48 calc_oral_test_high_(1)
7038067376068395082;48 calc_oral_test_high_(1);49 calc_exam_med_(1)
7038067376068395082;49 calc_exam_med_(1);50 calc_final_grade_med_(1)
8816641950301181096;1 bmgc_lecture_1_none_(1);2 bmgc_seminar_1_absent_(1)
8816641950301181096;2 bmgc_seminar_1_absent_(1);3 bmgc_lecture_2_none_(1)
8816641950301181096;3 bmgc_lecture_2_none_(1);4 bmgc_seminar_2_active_(1)
8816641950301181096;4 bmgc_seminar_2_active_(1);5 calc_class_1_present_(2)
8816641950301181096;5 calc_class_1_present_(2);6 bmgc_lecture_3_none_(1)
8816641950301181096;6 bmgc_lecture_3_none_(1);7 bmgc_seminar_3_active_(2)
8816641950301181096;7 bmgc_seminar_3_active_(2);8 calc_class_2_present_(2)
8816641950301181096;8 calc_class_2_present_(2);9 bmgc_lecture_4_none_(2)
8816641950301181096;9 bmgc_lecture_4_none_(2);10 bmgc_seminar_4_active_(1)
8816641950301181096;10 bmgc_seminar_4_active_(1);11 calc_class_3_present_(2)
8816641950301181096;11 calc_class_3_present_(2);12 bmgc_lecture_5_none_(2)
8816641950301181096;12 bmgc_lecture_5_none_(2);13 bmgc_seminar_5_active_(1)
8816641950301181096;13 bmgc_seminar_5_active_(1);14 calc_class_4_present_(2)
8816641950301181096;14 calc_class_4_present_(2);15 bmgc_lecture_6_none_(1)
8816641950301181096;15 bmgc_lecture_6_none_(1);16 bmgc_seminar_6_absent_(1)
8816641950301181096;16 bmgc_seminar_6_absent_(1);17 calc_class_5_present_(2)
8816641950301181096;17 calc_class_5_present_(2);18 bmgc_lecture_7_none_(2)
8816641950301181096;18 bmgc_lecture_7_none_(2);19 bmgc_seminar_7_present_(2)
8816641950301181096;19 bmgc_seminar_7_present_(2);20 calc_class_6_present_(2)
8816641950301181096;20 calc_class_6_present_(2);21 bmgc_lecture_8_none_(2)
8816641950301181096;21 bmgc_lecture_8_none_(2);22 bmgc_seminar_8_active_(2)
8816641950301181096;22 bmgc_seminar_8_active_(2);23 calc_class_7_present_(2)
8816641950301181096;23 calc_class_7_present_(2);24 bmgc_lecture_9_none_(2)
